0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
3.895910859107971,3.2419533729553223,2.788001298904419,5.089962959289551,4.0088536739349365,5.236149072647095,5.367035388946533,3.3673431873321533,2.4704138040542603,2.7372883558273315,3.0472795963287354,,,,,,,,,,,,,,,,,,,
2.8922688961029053,3.2588666677474976,2.359681010246277,2.774767518043518,3.881690740585327,5.412426710128784,3.8056293725967407,3.2604130506515503,3.356600284576416,4.201963663101196,2.7953823804855347,3.7058346271514893,3.132920503616333,5.254710674285889,4.450577259063721,4.324602961540222,3.1138453483581543,2.6963253021240234,3.0940802097320557,,,,,,,,,,,
3.715283989906311,6.012055397033691,2.6900371313095093,3.2635724544525146,5.089777708053589,3.6153390407562256,4.2385475635528564,6.938849687576294,4.623887062072754,4.145233869552612,3.738307237625122,3.475992441177368,5.173451662063599,4.8341965675354,3.843136429786682,,,,,,,,,,,,,,,
3.2371684312820435,2.462327718734741,4.755084991455078,3.4881858825683594,3.9656347036361694,3.6964926719665527,6.298606872558594,7.0964202880859375,5.10559606552124,4.850605010986328,2.9376953840255737,,,,,,,,,,,,,,,,,,,
3.2209548950195312,2.925053834915161,2.9074844121932983,2.7781492471694946,2.7097994089126587,2.338942050933838,6.09581732749939,4.971718788146973,3.442034363746643,4.311583757400513,3.6441867351531982,4.380252122879028,4.727601528167725,7.298506498336792,,,,,,,,,,,,,,,,
4.041601300239563,3.04800021648407,3.804266571998596,3.556351900100708,4.355425119400024,4.9278483390808105,7.969022274017334,3.732108473777771,3.175436019897461,3.660570740699768,3.4145267009735107,2.69403338432312,4.449780702590942,5.205493450164795,,,,,,,,,,,,,,,,
4.425858736038208,3.684408187866211,3.4839576482772827,2.8489973545074463,4.696335554122925,3.6407864093780518,2.652645707130432,3.0977025032043457,2.7678130865097046,2.5643810033798218,3.9488312005996704,3.711245059967041,3.0018105506896973,2.766693353652954,5.7766900062561035,4.896010875701904,,,,,,,,,,,,,,
3.0555137395858765,2.3082752227783203,4.626367568969727,3.8124852180480957,4.054322957992554,2.584282398223877,3.200397253036499,3.5425645112991333,3.791638970375061,2.1653858423233032,6.038785696029663,3.767543077468872,3.9092549085617065,4.07568883895874,5.949469327926636,,,,,,,,,,,,,,,
3.963620901107788,5.524261236190796,3.8646003007888794,3.6630955934524536,3.061237335205078,5.910946607589722,4.897443771362305,6.683800458908081,2.689724564552307,4.017806649208069,2.5065321922302246,2.662963390350342,5.117238998413086,3.5344338417053223,,,,,,,,,,,,,,,,
3.1009199619293213,2.6863720417022705,2.687002658843994,3.553054094314575,3.6438262462615967,2.719828486442566,4.372455835342407,4.270090103149414,3.2154420614242554,3.69637930393219,4.160437822341919,3.6442586183547974,,,,,,,,,,,,,,,,,,
2.7581331729888916,2.2830617427825928,2.1278412342071533,3.8555482625961304,6.488066673278809,5.025444507598877,3.748294472694397,6.033503770828247,5.2213451862335205,,,,,,,,,,,,,,,,,,,,,
