0,1,2,3,4,5
2.73099684715271,5.664700746536255,,,,
2.7274484634399414,,,,,
2.975149393081665,2.214112401008606,7.1717658042907715,3.2566922903060913,7.391923666000366,
2.9581596851348877,2.3082135915756226,2.911500930786133,,,
2.210073709487915,3.815077781677246,,,,
3.254137873649597,2.199908137321472,5.819073915481567,6.217939615249634,,
2.185330629348755,6.268766403198242,,,,
3.1343952417373657,6.173018932342529,,,,
3.254295587539673,2.342931866645813,6.49257755279541,,,
3.6333106756210327,2.1849586963653564,4.784710168838501,,,
6.8127195835113525,7.486001491546631,3.70135235786438,6.241252899169922,,
3.2482845783233643,6.377835273742676,5.619537591934204,,,
2.4833643436431885,,,,,
2.538367986679077,4.821904897689819,,,,
2.73099684715271,,,,,
3.215932250022888,9.724386215209961,6.392596244812012,3.714464783668518,,
2.261344790458679,,,,,
3.6718661785125732,,,,,
3.2022231817245483,5.819073915481567,4.346004962921143,,,
3.2482845783233643,2.3870127201080322,,,,
3.19973361492157,2.1851539611816406,6.482227563858032,,,
3.254706621170044,2.191324830055237,4.521434783935547,,,
2.934340000152588,2.1534520387649536,7.205054759979248,4.629914045333862,,
3.6333106756210327,3.2284239530563354,2.730543613433838,7.261516332626343,,
2.1534839868545532,4.505719423294067,,,,
3.6429121494293213,2.7231321334838867,4.373316287994385,7.261516332626343,,
2.1851539611816406,6.289158582687378,,,,
3.2482845783233643,2.1851539611816406,6.945305109024048,,,
2.1914730072021484,1.678858757019043,2.8644096851348877,6.8127195835113525,4.457981824874878,
2.1914730072021484,,,,,
2.958001136779785,4.6365132331848145,,,,
2.213631510734558,,,,,
2.7273216247558594,6.786243677139282,4.631877422332764,,,
2.199908137321472,,,,,
3.1364481449127197,2.121929407119751,,,,
2.7636890411376953,2.1534839868545532,6.986863613128662,6.107748985290527,,
2.342931866645813,2.959032893180847,,,,
3.2010676860809326,2.1914730072021484,7.377459526062012,5.849341869354248,,
7.221067190170288,3.155531406402588,2.628603219985962,4.63315749168396,,
3.6588902473449707,2.5373908281326294,3.199844241142273,2.839945077896118,6.846889495849609,
3.2482845783233643,4.63315749168396,,,,
2.934340000152588,7.022781848907471,4.63315749168396,,,
2.431606650352478,6.8127195835113525,,,,
2.7230730056762695,6.242180824279785,3.8237698078155518,,,
2.821156144142151,2.216218590736389,7.2746522426605225,,,
6.823185205459595,,,,,
3.2482845783233643,,,,,
3.201324224472046,2.697344183921814,2.2172707319259644,,,
2.210073709487915,6.241252899169922,,,,
2.9754886627197266,2.4977492094039917,,,,
2.441775321960449,3.7002832889556885,,,,
3.171388864517212,2.185330629348755,5.862981557846069,5.647164583206177,,
2.9560149908065796,2.185330629348755,6.244349241256714,,,
3.2482845783233643,2.3426300287246704,6.49257755279541,4.999986171722412,,
3.644877314567566,2.185330629348755,5.463663339614868,,,
2.9560149908065796,2.121615171432495,3.7645546197891235,6.846889495849609,,
2.389561891555786,,,,,
2.7274484634399414,2.5131083726882935,2.2169790267944336,4.999986171722412,,
3.2203667163848877,2.3519885540008545,6.506235837936401,4.6696460247039795,3.0091079473495483,
4.605867624282837,,,,,
3.2482845783233643,2.191324830055237,4.307392358779907,,,
2.7681127786636353,2.2202939987182617,6.056779384613037,,,
3.6953009366989136,6.491636514663696,,,,
2.213831067085266,6.425780773162842,3.2476333379745483,,,
3.201324224472046,2.205695390701294,5.702462434768677,6.217939615249634,,
7.221067190170288,4.506458520889282,,,,
2.8044451475143433,4.6696460247039795,,,,
2.9111549854278564,3.8877676725387573,6.846889495849609,,,
3.0079129934310913,2.4819862842559814,,,,
,,,,,
3.6333106756210327,2.438636541366577,6.92438817024231,6.938849687576294,,
2.8296689987182617,,,,,
2.1534839868545532,3.360404133796692,2.943387508392334,3.1716227531433105,,
3.632320284843445,2.1851539611816406,,,,
3.6585434675216675,2.5131083726882935,6.8127195835113525,4.499490022659302,,
3.6333106756210327,2.389561891555786,,,,
3.201324224472046,2.185330629348755,6.986863613128662,4.633852481842041,,
3.2022231817245483,2.530290722846985,6.411313772201538,,,
2.7274484634399414,,,,,
2.9391690492630005,6.333730697631836,4.644301652908325,,,
2.9437049627304077,,,,,
3.0083130598068237,2.2318681478500366,6.499038219451904,5.003209352493286,,
2.1534385681152344,4.499490022659302,,,,
2.5303725004196167,2.214112401008606,4.634549856185913,,,
3.2489150762557983,2.1534520387649536,5.026480674743652,4.331599950790405,,
2.7273216247558594,3.646836042404175,4.207043409347534,,,
3.201324224472046,6.331049203872681,,,,
3.19510018825531,2.1531503200531006,6.530383825302124,,,
2.696106195449829,7.29056191444397,,,,
2.5396568775177,4.965676546096802,,,,
3.642715573310852,3.1771433353424072,,,,
7.026681900024414,2.1914730072021484,3.2482845783233643,,,
2.1849586963653564,7.2746522426605225,,,,
2.8156999349594116,4.431884288787842,,,,
2.73099684715271,2.1534520387649536,6.27504825592041,4.248992443084717,,
2.7273157835006714,2.1534520387649536,,,,
3.2907270193099976,2.1531503200531006,2.4416695833206177,6.376452684402466,,
4.1765947341918945,3.247749447822571,,,,
3.2482845783233643,2.424430727958679,6.503805160522461,5.185569763183594,,
3.2482845783233643,2.3426300287246704,2.2172707319259644,6.503805160522461,,
3.254295587539673,6.289158582687378,,,,
2.7274484634399414,4.414329528808594,4.322622299194336,,,
3.2907270193099976,2.697909712791443,2.191250205039978,4.637775421142578,4.1742353439331055,
2.8626240491867065,2.191324830055237,5.619537591934204,4.216314792633057,6.376452684402466,
3.702524423599243,2.5397250652313232,3.7144293785095215,5.652807235717773,,
3.2565319538116455,2.302433133125305,4.210342884063721,,,
7.026681900024414,3.201324224472046,,,,
3.254295587539673,2.1213622093200684,2.19853937625885,4.6365132331848145,,
7.440180063247681,5.424208641052246,7.420131683349609,3.0109511613845825,,
3.2482845783233643,2.3282870054244995,,,,
3.195213794708252,2.424134135246277,4.3576154708862305,,,
2.5310508012771606,5.700793981552124,,,,
3.248913288116455,2.185330629348755,7.391923666000366,6.09058141708374,,
3.645037293434143,2.7273216247558594,6.27504825592041,6.3722615242004395,,
3.298708915710449,,,,,
3.195257306098938,2.1914730072021484,6.964511156082153,4.630609035491943,,
3.2482845783233643,2.1849586963653564,,,,
,,,,,
3.199844241142273,2.2028863430023193,4.790351629257202,6.981571674346924,,
3.2906240224838257,2.1534839868545532,4.505719423294067,6.241252899169922,,
