0,1,2,3,4,5,6,7
4.136444807052612,5.15741491317749,,,,,,
2.612233519554138,7.518394470214844,,,,,,
3.1971651315689087,5.923627614974976,,,,,,
,,,,,,,
2.6909979581832886,4.252063035964966,,,,,,
3.1591529846191406,4.150699853897095,3.51414692401886,,,,,
3.262407660484314,5.179574966430664,5.327404975891113,,,,,
3.1953353881835938,4.808102130889893,4.837424993515015,,,,,
3.631493926048279,3.0876824855804443,3.0895718336105347,3.0330506563186646,3.9841790199279785,,,
4.499656677246094,3.5627881288528442,,,,,,
3.507877230644226,2.6903984546661377,,,,,,
2.7680472135543823,3.719695210456848,,,,,,
2.611014723777771,3.4725011587142944,6.155109882354736,,,,,
4.6443095207214355,2.6238125562667847,,,,,,
2.6955260038375854,6.8326311111450195,,,,,,
3.2625534534454346,3.030032753944397,5.749850511550903,,,,,
3.134482502937317,,,,,,,
2.728293299674988,6.9786317348480225,3.4550583362579346,,,,,
2.6955260038375854,,,,,,,
3.279618978500366,2.691854238510132,2.6536492109298706,5.708149433135986,3.9632281064987183,6.629948377609253,,
3.474009871482849,5.3041300773620605,,,,,,
3.0945231914520264,5.229055404663086,,,,,,
3.288709044456482,3.2326714992523193,,,,,,
2.8010852336883545,3.5396244525909424,3.025962710380554,2.772572636604309,6.35722017288208,,,
3.094383955001831,2.6728447675704956,4.394688367843628,3.968603253364563,,,,
3.0977994203567505,4.096933126449585,3.849103093147278,,,,,
8.732877254486084,3.100982904434204,5.7432661056518555,,,,,
3.201864719390869,2.633004307746887,5.3686652183532715,,,,,
3.291181445121765,2.613298177719116,6.114447116851807,,,,,
3.1433111429214478,2.5974032878875732,4.833304166793823,,,,,
3.0259857177734375,5.381523609161377,,,,,,
2.612233519554138,3.857550859451294,,,,,,
3.2889504432678223,2.6603931188583374,,,,,,
3.0565247535705566,2.8601375818252563,,,,,,
3.157344341278076,2.6337987184524536,6.9786317348480225,3.980569005012512,,,,
6.138799667358398,4.2216081619262695,,,,,,
3.19435977935791,2.6232075691223145,6.142266511917114,3.8122549057006836,,,,
3.4741379022598267,7.361562013626099,5.549151182174683,,,,,
2.977924346923828,6.012923002243042,4.549023628234863,,,,,
3.959738850593567,,,,,,,
