,S.temperature,diff.temperature,alpha.temperature,beta0_gsic.slr_brick,V0_gsic.slr_brick,n_gsic.slr_brick,Gs0_gsic.slr_brick,a_tee.slr_brick,a_simple.slr_brick,b_simple.slr_brick,alpha_simple.slr_brick,beta_simple.slr_brick,V0_simple.slr_brick,offset.Tgav_obs,sigma.Tgav_obs,rho.Tgav_obs,sigma.slr_gsic_obs,rho.slr_gsic_obs,sigma.slr_gis_obs,rho.slr_gis_obs,a_anto.slr_brick,b_anto.slr_brick,gamma_dais.slr_brick,alpha_dais.slr_brick,mu_dais.slr_brick,nu_dais.slr_brick,P0_dais.slr_brick,kappa_dais.slr_brick,f0_dais.slr_brick,h0_dais.slr_brick,c_dais.slr_brick,b0_dais.slr_brick,slope_dais.slr_brick,lambda_dais.slr_brick,Tcrit_dais.slr_brick,offset.ocheat_obs,sigma.ocheat_obs,rho.ocheat_obs,leaf
p,0.488,0.081,0.286,0.063,0.001,0.0,0.0,0.04,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.001,0.0,0.001,0.007,0.0,0.0,0.0,0.0,0.0,0.027,0.0,0.0,0.0,0.0,0.0,0.0
l,0.205,0.057,0.077,0.175,0.002,0.0,0.002,0.153,0.01,0.058,0.016,0.008,0.003,0.0,0.007,0.003,0.012,0.003,0.005,0.005,0.043,0.007,0.005,0.005,0.015,0.002,0.035,0.008,0.006,0.001,0.003,0.01,0.043,0.005,0.001,0.0,0.0,0.0,0.01
ll,0.07171717171717172,0.025252525252525252,0.03535353535353535,0.07676767676767676,0.014141414141414142,0.010101010101010102,0.012121212121212121,0.06565656565656566,0.01717171717171717,0.046464646464646465,0.012121212121212121,0.012121212121212121,0.00808080808080808,0.010101010101010102,0.01616161616161616,0.010101010101010102,0.02727272727272727,0.007070707070707071,0.01717171717171717,0.010101010101010102,0.05555555555555555,0.020202020202020204,0.021212121212121213,0.00404040404040404,0.028282828282828285,0.00909090909090909,0.03333333333333333,0.01818181818181818,0.01818181818181818,0.00909090909090909,0.00909090909090909,0.01818181818181818,0.045454545454545456,0.00808080808080808,0.022222222222222223,0.0,0.0,0.0,0.17474747474747473
lll,0.02937576499388005,0.01835985312117503,0.012239902080783354,0.03182374541003672,0.023255813953488372,0.014687882496940025,0.014687882496940025,0.02937576499388005,0.01835985312117503,0.025703794369645042,0.017135862913096694,0.019583843329253364,0.019583843329253364,0.014687882496940025,0.012239902080783354,0.011015911872705019,0.017135862913096694,0.01591187270501836,0.012239902080783354,0.023255813953488372,0.03182374541003672,0.022031823745410038,0.02937576499388005,0.0073439412484700125,0.0208078335373317,0.012239902080783354,0.025703794369645042,0.01591187270501836,0.006119951040391677,0.0073439412484700125,0.012239902080783354,0.009791921664626682,0.033047735618115054,0.008567931456548347,0.0208078335373317,0.0,0.0,0.0,0.3561811505507956
llll,0.02091254752851711,0.009505703422053232,0.005703422053231939,0.013307984790874524,0.011406844106463879,0.011406844106463879,0.022813688212927757,0.026615969581749048,0.026615969581749048,0.0038022813688212928,0.0076045627376425855,0.013307984790874524,0.0076045627376425855,0.009505703422053232,0.011406844106463879,0.0076045627376425855,0.02091254752851711,0.017110266159695818,0.015209125475285171,0.02091254752851711,0.017110266159695818,0.017110266159695818,0.005703422053231939,0.015209125475285171,0.028517110266159697,0.011406844106463879,0.013307984790874524,0.013307984790874524,0.005703422053231939,0.0076045627376425855,0.015209125475285171,0.011406844106463879,0.019011406844106463,0.011406844106463879,0.019011406844106463,0.0,0.0,0.0,0.5057034220532319
lllll,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
llllr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
lllr,0.03612167300380228,0.030418250950570342,0.019011406844106463,0.022813688212927757,0.017110266159695818,0.013307984790874524,0.024714828897338403,0.03612167300380228,0.024714828897338403,0.026615969581749048,0.019011406844106463,0.013307984790874524,0.017110266159695818,0.015209125475285171,0.015209125475285171,0.011406844106463879,0.019011406844106463,0.019011406844106463,0.017110266159695818,0.026615969581749048,0.017110266159695818,0.011406844106463879,0.024714828897338403,0.009505703422053232,0.009505703422053232,0.019011406844106463,0.019011406844106463,0.019011406844106463,0.026615969581749048,0.022813688212927757,0.022813688212927757,0.015209125475285171,0.017110266159695818,0.009505703422053232,0.017110266159695818,0.0,0.0,0.0,0.3155893536121673
lllrl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
lllrr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
llr,0.05752753977968176,0.030599755201958383,0.01591187270501836,0.06242350061199511,0.023255813953488372,0.011015911872705019,0.017135862913096694,0.0966952264381885,0.011015911872705019,0.05385556915544676,0.03182374541003672,0.006119951040391677,0.0024479804161566705,0.01591187270501836,0.011015911872705019,0.01835985312117503,0.033047735618115054,0.017135862913096694,0.01591187270501836,0.012239902080783354,0.03182374541003672,0.017135862913096694,0.01835985312117503,0.011015911872705019,0.0208078335373317,0.014687882496940025,0.033047735618115054,0.02447980416156671,0.0208078335373317,0.017135862913096694,0.011015911872705019,0.009791921664626682,0.022031823745410038,0.01591187270501836,0.01835985312117503,0.0,0.0,0.0,0.1701346389228886
llrl,0.028023598820058997,0.017699115044247787,0.01327433628318584,0.02654867256637168,0.008849557522123894,0.014749262536873156,0.017699115044247787,0.022123893805309734,0.014749262536873156,0.025073746312684365,0.017699115044247787,0.017699115044247787,0.0058997050147492625,0.007374631268436578,0.019174041297935103,0.01032448377581121,0.007374631268436578,0.008849557522123894,0.022123893805309734,0.019174041297935103,0.02654867256637168,0.01327433628318584,0.028023598820058997,0.019174041297935103,0.019174041297935103,0.014749262536873156,0.011799410029498525,0.016224188790560472,0.01327433628318584,0.01327433628318584,0.017699115044247787,0.011799410029498525,0.022123893805309734,0.01327433628318584,0.0058997050147492625,0.0,0.0,0.0,0.42920353982300885
llrll,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
llrlr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
