a_simple.slr_brick,a_tee.slr_brick,S.temperature,P0_dais.slr_brick,h0_dais.slr_brick,sigma.slr_gis_obs,alpha_dais.slr_brick,kappa_dais.slr_brick,rho.slr_gsic_obs,beta0_gsic.slr_brick,V0_gsic.slr_brick,a_anto.slr_brick,mu_dais.slr_brick,f0_dais.slr_brick,offset.Tgav_obs,b_anto.slr_brick,alpha.temperature,b_simple.slr_brick,c_dais.slr_brick,diff.temperature,nu_dais.slr_brick,beta_simple.slr_brick,V0_simple.slr_brick,slope_dais.slr_brick,Tcrit_dais.slr_brick,rho.slr_gis_obs,b0_dais.slr_brick,lambda_dais.slr_brick,n_gsic.slr_brick,Gs0_gsic.slr_brick,gamma_dais.slr_brick,sigma.slr_gsic_obs,alpha_simple.slr_brick,rho.Tgav_obs,sigma.Tgav_obs
0.033989834815756036,0.10419313850063533,0.0778271918678526,0.03621346886912325,0.021918678526048285,0.011118170266836086,0.020012706480304957,0.018424396442185513,0.02255400254129606,0.0644853875476493,0.010800508259212199,0.04193138500635324,0.02096569250317662,0.016518424396442185,0.01905972045743329,0.019695044472681066,0.07401524777636595,0.04637865311308768,0.01397712833545108,0.04383735705209657,0.014930114358322744,0.009847522236340533,0.01048284625158831,0.05876747141041931,0.018106734434561626,0.023506988564167726,0.014930114358322744,0.009212198221092757,0.016518424396442185,0.010800508259212199,0.017789072426937738,0.01397712833545108,0.032719186785260486,0.018106734434561626,0.01238881829733164
