,S.temperature,diff.temperature,alpha.temperature,beta0_gsic.slr_brick,V0_gsic.slr_brick,n_gsic.slr_brick,Gs0_gsic.slr_brick,a_tee.slr_brick,a_simple.slr_brick,b_simple.slr_brick,alpha_simple.slr_brick,beta_simple.slr_brick,V0_simple.slr_brick,offset.Tgav_obs,sigma.Tgav_obs,rho.Tgav_obs,sigma.slr_gsic_obs,rho.slr_gsic_obs,sigma.slr_gis_obs,rho.slr_gis_obs,a_anto.slr_brick,b_anto.slr_brick,gamma_dais.slr_brick,alpha_dais.slr_brick,mu_dais.slr_brick,nu_dais.slr_brick,P0_dais.slr_brick,kappa_dais.slr_brick,f0_dais.slr_brick,h0_dais.slr_brick,c_dais.slr_brick,b0_dais.slr_brick,slope_dais.slr_brick,lambda_dais.slr_brick,Tcrit_dais.slr_brick,offset.ocheat_obs,sigma.ocheat_obs,rho.ocheat_obs,leaf
p,0.171,0.117,0.12,0.002,0.004,0.002,0.003,0.085,0.004,0.013,0.009,0.023,0.003,0.018,0.022,0.023,0.0,0.001,0.0,0.001,0.008,0.001,0.001,0.002,0.026,0.003,0.077,0.003,0.014,0.002,0.004,0.004,0.05,0.069,0.115,0.0,0.0,0.0,0.0
l,0.154,0.089,0.128,0.006,0.005,0.003,0.012,0.075,0.007,0.031,0.023,0.025,0.006,0.017,0.014,0.016,0.01,0.006,0.002,0.002,0.013,0.002,0.004,0.006,0.023,0.003,0.071,0.004,0.022,0.005,0.003,0.006,0.037,0.049,0.113,0.0,0.0,0.0,0.008
ll,0.14112903225806453,0.05342741935483871,0.12096774193548387,0.006048387096774193,0.01310483870967742,0.01310483870967742,0.007056451612903226,0.0655241935483871,0.009072580645161291,0.015120967741935484,0.012096774193548387,0.010080645161290322,0.007056451612903226,0.036290322580645164,0.014112903225806451,0.019153225806451613,0.007056451612903226,0.007056451612903226,0.005040322580645161,0.010080645161290322,0.009072580645161291,0.009072580645161291,0.011088709677419355,0.006048387096774193,0.02217741935483871,0.008064516129032258,0.06653225806451613,0.012096774193548387,0.015120967741935484,0.016129032258064516,0.008064516129032258,0.011088709677419355,0.03528225806451613,0.04838709677419355,0.10887096774193548,0.0,0.0,0.0,0.04032258064516129
lll,0.10189075630252101,0.04096638655462185,0.09873949579831932,0.007352941176470588,0.0063025210084033615,0.018907563025210083,0.01365546218487395,0.038865546218487396,0.01365546218487395,0.0063025210084033615,0.02100840336134454,0.01680672268907563,0.012605042016806723,0.029411764705882353,0.008403361344537815,0.01680672268907563,0.015756302521008403,0.01365546218487395,0.01050420168067227,0.005252100840336135,0.02100840336134454,0.01995798319327731,0.01050420168067227,0.015756302521008403,0.01680672268907563,0.007352941176470588,0.04201680672268908,0.012605042016806723,0.011554621848739496,0.008403361344537815,0.011554621848739496,0.018907563025210083,0.032563025210084036,0.023109243697478993,0.06407563025210083,0.0,0.0,0.0,0.1869747899159664
llll,0.09560723514211886,0.03488372093023256,0.060723514211886306,0.00904392764857881,0.0103359173126615,0.015503875968992248,0.014211886304909561,0.02454780361757106,0.015503875968992248,0.015503875968992248,0.02454780361757106,0.011627906976744186,0.012919896640826873,0.023255813953488372,0.00904392764857881,0.011627906976744186,0.0103359173126615,0.01808785529715762,0.0103359173126615,0.0103359173126615,0.011627906976744186,0.020671834625323,0.016795865633074936,0.015503875968992248,0.0103359173126615,0.01808785529715762,0.029715762273901807,0.0103359173126615,0.006459948320413436,0.00904392764857881,0.00904392764857881,0.016795865633074936,0.01937984496124031,0.014211886304909561,0.06589147286821706,0.0,0.0,0.0,0.28811369509043927
lllr,0.07751937984496124,0.03359173126614987,0.06201550387596899,0.016795865633074936,0.012919896640826873,0.011627906976744186,0.015503875968992248,0.02454780361757106,0.016795865633074936,0.02454780361757106,0.01808785529715762,0.020671834625323,0.011627906976744186,0.020671834625323,0.020671834625323,0.00904392764857881,0.00904392764857881,0.021963824289405683,0.011627906976744186,0.0103359173126615,0.01808785529715762,0.015503875968992248,0.020671834625323,0.016795865633074936,0.012919896640826873,0.016795865633074936,0.050387596899224806,0.01808785529715762,0.015503875968992248,0.01937984496124031,0.00904392764857881,0.016795865633074936,0.041343669250646,0.020671834625323,0.06330749354005168,0.0,0.0,0.0,0.19509043927648578
llr,0.09978991596638656,0.04936974789915966,0.08403361344537816,0.017857142857142856,0.015756302521008403,0.01365546218487395,0.012605042016806723,0.031512605042016806,0.017857142857142856,0.03046218487394958,0.01680672268907563,0.026260504201680673,0.007352941176470588,0.02100840336134454,0.014705882352941176,0.01680672268907563,0.008403361344537815,0.012605042016806723,0.014705882352941176,0.011554621848739496,0.011554621848739496,0.005252100840336135,0.015756302521008403,0.01365546218487395,0.01365546218487395,0.01365546218487395,0.06302521008403361,0.01365546218487395,0.02100840336134454,0.015756302521008403,0.012605042016806723,0.011554621848739496,0.037815126050420166,0.03571428571428571,0.10084033613445378,0.0,0.0,0.0,0.09138655462184873
llrl,0.07976878612716763,0.028901734104046242,0.06936416184971098,0.011560693641618497,0.012716763005780347,0.016184971098265895,0.011560693641618497,0.024277456647398842,0.020809248554913295,0.025433526011560695,0.018497109826589597,0.015028901734104046,0.008092485549132947,0.019653179190751446,0.011560693641618497,0.013872832369942197,0.016184971098265895,0.013872832369942197,0.019653179190751446,0.012716763005780347,0.006936416184971098,0.011560693641618497,0.017341040462427744,0.011560693641618497,0.016184971098265895,0.010404624277456647,0.03005780346820809,0.013872832369942197,0.019653179190751446,0.017341040462427744,0.020809248554913295,0.013872832369942197,0.03236994219653179,0.028901734104046242,0.06127167630057803,0.0,0.0,0.0,0.23815028901734103
llrr,0.07861271676300578,0.023121387283236993,0.056647398843930635,0.015028901734104046,0.017341040462427744,0.018497109826589597,0.011560693641618497,0.03236994219653179,0.019653179190751446,0.026589595375722544,0.027745664739884393,0.027745664739884393,0.017341040462427744,0.021965317919075144,0.013872832369942197,0.015028901734104046,0.015028901734104046,0.010404624277456647,0.013872832369942197,0.005780346820809248,0.013872832369942197,0.011560693641618497,0.023121387283236993,0.020809248554913295,0.016184971098265895,0.016184971098265895,0.03468208092485549,0.017341040462427744,0.018497109826589597,0.013872832369942197,0.015028901734104046,0.011560693641618497,0.03815028901734104,0.03352601156069364,0.08786127167630058,0.0,0.0,0.0,0.15953757225433526
lr,0.12298387096774194,0.0625,0.10483870967741936,0.010080645161290322,0.010080645161290322,0.005040322580645161,0.007056451612903226,0.056451612903225805,0.021169354838709676,0.03125,0.017137096774193547,0.034274193548387094,0.012096774193548387,0.021169354838709676,0.008064516129032258,0.019153225806451613,0.009072580645161291,0.011088709677419355,0.011088709677419355,0.011088709677419355,0.015120967741935484,0.012096774193548387,0.012096774193548387,0.006048387096774193,0.018145161290322582,0.007056451612903226,0.059475806451612906,0.012096774193548387,0.024193548387096774,0.004032258064516129,0.006048387096774193,0.009072580645161291,0.04435483870967742,0.04838709677419355,0.11189516129032258,0.0,0.0,0.0,0.024193548387096774
