0,1,2,3,4,5,6,7,8,9
3.8538615703582764,3.20032799243927,3.1446224451065063,6.194822311401367,5.031626224517822,,,,,
4.196131706237793,3.203283905982971,3.3698431253433228,4.986400365829468,6.065428256988525,,,,,
4.200238943099976,3.080798029899597,3.181729793548584,4.973744630813599,6.525623083114624,,,,,
3.5000540018081665,2.963895320892334,5.1571691036224365,,,,,,,
3.348569631576538,4.227753162384033,5.969776153564453,4.043100833892822,,,,,,
4.201038360595703,3.233614921569824,5.993847370147705,,,,,,,
3.588096261024475,4.2009265422821045,4.303135633468628,6.104672431945801,,,,,,
3.273263692855835,4.055119752883911,6.451944589614868,,,,,,,
3.45236599445343,3.7830926179885864,,,,,,,,
4.200223207473755,3.2171032428741455,2.8562039136886597,2.857862710952759,3.5532041788101196,3.8901753425598145,5.178450345993042,6.207430124282837,4.841763973236084,4.277031183242798
3.6290178298950195,2.9678159952163696,3.3620080947875977,4.426079273223877,4.780712127685547,,,,,
3.6178832054138184,3.2593201398849487,4.604011535644531,4.862279415130615,,,,,,
3.466335892677307,2.845586657524109,4.960082054138184,6.390843629837036,,,,,,
3.484983444213867,4.449833631515503,4.350104331970215,3.498105764389038,6.942129135131836,,,,,
3.5871108770370483,3.0079363584518433,3.009613037109375,5.82748007774353,4.8774330615997314,,,,,
3.9172414541244507,3.3241302967071533,6.819147825241089,4.449833631515503,,,,,,
3.7629265785217285,2.9212623834609985,3.324564576148987,4.143081426620483,5.212997674942017,,,,,
4.183594703674316,3.208474636077881,3.4776337146759033,5.434734344482422,6.280813694000244,,,,,
3.853012800216675,3.208474636077881,3.0472651720046997,5.222531080245972,,,,,,
4.080002069473267,3.25747811794281,2.956868886947632,3.2168660163879395,4.242781162261963,6.170714616775513,,,,
3.6475123167037964,3.2014474868774414,3.432757258415222,5.177627325057983,6.749082803726196,,,,,
3.547795057296753,3.6492185592651367,3.2238574028015137,,,,,,,
4.0368452072143555,3.2523149251937866,4.8855791091918945,,,,,,,
3.812240481376648,3.259726881980896,4.472714185714722,5.096826553344727,,,,,,
3.862210750579834,3.5203771591186523,4.30126166343689,5.028086423873901,,,,,,
3.5080883502960205,2.9462499618530273,4.316313743591309,4.268148183822632,6.269526958465576,,,,,
3.707302212715149,3.341827630996704,3.1976388692855835,4.319134473800659,6.598045110702515,,,,,
3.3435972929000854,2.848508358001709,,,,,,,,
3.4762476682662964,4.973744630813599,4.090689659118652,,,,,,,
3.608214855194092,3.0079363584518433,4.3188934326171875,4.655198335647583,,,,,,
3.2238574028015137,4.303009510040283,3.585462212562561,4.0431647300720215,4.097198128700256,,,,,
4.228970050811768,3.3457844257354736,2.9995970726013184,4.8898606300354,5.85664439201355,5.79273247718811,,,,
3.8958925008773804,3.2196152210235596,3.1031429767608643,2.81823194026947,4.980626821517944,,,,,
3.647909164428711,4.418044090270996,4.980626821517944,,,,,,,
5.076272010803223,4.149365186691284,4.04066276550293,4.321935653686523,,,,,,
3.2562432289123535,4.727144718170166,3.5366764068603516,4.303135633468628,,,,,,
3.5683701038360596,4.3122947216033936,6.007612705230713,4.043443202972412,4.155543804168701,,,,,
3.259726881980896,4.22464656829834,,,,,,,,
3.6162476539611816,3.263466715812683,3.2767611742019653,4.420085906982422,4.563422441482544,4.965035915374756,6.365887403488159,,,
3.2153981924057007,4.433103561401367,3.62039053440094,3.625797390937805,6.220797777175903,,,,,
3.650422692298889,2.9678159952163696,5.072914361953735,4.303650379180908,,,,,,
3.6438262462615967,3.0368770360946655,4.303250551223755,4.162094354629517,,,,,,
3.3256715536117554,4.449833631515503,5.3028247356414795,4.082052946090698,,,,,,
3.6298818588256836,2.5370582342147827,3.1504275798797607,4.376333951950073,,,,,,
3.20207679271698,4.379238128662109,3.9476284980773926,6.198668956756592,,,,,,
3.199828863143921,3.204127073287964,4.896231651306152,3.76958429813385,7.020863056182861,,,,,
3.6307411193847656,3.20207679271698,4.024291753768921,4.797659873962402,4.667950630187988,4.21561598777771,,,,
3.2562432289123535,4.241254568099976,3.575040340423584,3.9677852392196655,,,,,,
3.2564836740493774,3.756158471107483,3.620400071144104,4.5295915603637695,,,,,,
3.176453948020935,4.723322153091431,,,,,,,,
3.6407538652420044,2.948333740234375,4.212255239486694,5.062937259674072,,,,,,
3.630975365638733,2.9501094818115234,2.6585859060287476,4.8496010303497314,6.58204460144043,,,,,
3.8574275970458984,3.208190083503723,4.511264801025391,5.987175464630127,5.297307014465332,8.718393325805664,,,,
3.176790714263916,3.739674925804138,4.250030040740967,,,,,,,
3.2592350244522095,4.425303220748901,4.97257399559021,,,,,,,
3.368179202079773,,,,,,,,,
3.2184139490127563,6.18800163269043,4.125728130340576,,,,,,,
4.4147632122039795,3.588096261024475,4.043100833892822,2.9627115726470947,5.856925010681152,,,,,
3.905691981315613,3.515202760696411,3.480062961578369,5.077910661697388,6.221223592758179,,,,,
3.4573832750320435,3.2644662857055664,4.42279839515686,4.318354845046997,3.175848603248596,4.082052946090698,,,,
4.228970050811768,3.2591323852539062,3.480062961578369,4.426875829696655,4.981118679046631,,,,,
3.533406972885132,3.257714033126831,6.419544696807861,,,,,,,
4.3766090869903564,3.308318614959717,2.948333740234375,4.769643545150757,,,,,,
4.37509560585022,3.256511688232422,5.868467807769775,,,,,,,
3.953869104385376,3.257182478904724,3.41810405254364,3.2530765533447266,4.940839767456055,5.209023952484131,6.0955564975738525,,,
3.310426354408264,3.2051793336868286,3.480062961578369,4.902239561080933,4.37605881690979,,,,,
3.893234968185425,3.2525506019592285,4.90202522277832,5.995492219924927,,,,,,
3.5871108770370483,2.857028365135193,4.38799786567688,6.6233978271484375,,,,,,
2.9444624185562134,3.511332869529724,3.7555391788482666,3.725794196128845,4.9066548347473145,,,,,
3.2574594020843506,4.1299965381622314,3.389426827430725,3.5182570219039917,4.917936086654663,6.320315361022949,,,,
3.2656893730163574,2.9462499618530273,4.56107759475708,3.2733843326568604,,,,,,
3.5882139205932617,3.2215410470962524,4.303250551223755,4.907245874404907,,,,,,
4.1984357833862305,3.0265108346939087,3.2235242128372192,5.067375183105469,4.975497245788574,,,,,
4.376649618148804,3.217039704322815,6.181028842926025,,,,,,,
3.616271495819092,3.321866512298584,4.3188934326171875,4.973744630813599,,,,,,
4.37509560585022,3.0079363584518433,3.2661532163619995,6.217883110046387,,,,,,
3.621626853942871,3.1770665645599365,5.019065618515015,4.477368354797363,4.077714681625366,,,,,
4.112015962600708,3.264721155166626,3.9567770957946777,6.365887403488159,4.912767648696899,,,,,
3.5964128971099854,2.9462499618530273,3.460381031036377,4.3188934326171875,4.505427360534668,6.346234560012817,4.250607490539551,8.011969566345215,,
4.374541282653809,3.3273656368255615,6.358937740325928,,,,,,,
4.056880474090576,3.007811427116394,4.896231651306152,6.0685389041900635,,,,,,
3.466578483581543,3.2020848989486694,3.899341583251953,5.922295570373535,,,,,,
4.165675640106201,3.5884454250335693,2.854963779449463,5.292489528656006,6.525623083114624,,,,,
3.19804310798645,3.500281572341919,5.058038234710693,,,,,,,
3.8424203395843506,3.5654258728027344,3.198979139328003,4.345410346984863,5.225025415420532,6.353184223175049,,,,
3.8069114685058594,3.2171032428741455,4.94821572303772,6.46681022644043,,,,,,
4.0431647300720215,2.950639009475708,4.5059521198272705,4.062177658081055,5.973668813705444,,,,,
4.670776605606079,4.081032037734985,4.967089653015137,6.597412347793579,,,,,,
3.823976516723633,3.896999478340149,3.2863011360168457,6.359596014022827,,,,,,
3.8069114685058594,3.257714033126831,2.9501094818115234,4.311597108840942,4.869768381118774,4.391354560852051,,,,
4.037314414978027,3.0035325288772583,4.122631549835205,,,,,,,
3.2020848989486694,4.440510988235474,3.8967854976654053,4.8839027881622314,6.942129135131836,,,,,
3.8157161474227905,3.2543662786483765,3.17495596408844,4.28272557258606,4.94821572303772,,,,,
3.2645944356918335,3.8814620971679688,3.81228768825531,3.8538615703582764,,,,,,
3.515202760696411,2.9677735567092896,3.2020848989486694,3.905691981315613,4.899757385253906,4.195111274719238,,,,
3.389753818511963,3.208190083503723,3.8697532415390015,4.893071889877319,,,,,,
3.215567708015442,3.848057985305786,3.2310606241226196,6.392347097396851,,,,,,
