0,1,2,3,4,5,6,7,8
3.6953009366989136,2.5786150693893433,2.076499104499817,3.271721363067627,4.474765300750732,5.972681760787964,4.870405912399292,,
4.3733320236206055,3.0704171657562256,2.1752341985702515,3.5892200469970703,5.044282674789429,6.415439605712891,,,
3.808967351913452,2.7385871410369873,2.1721560955047607,3.2547723054885864,4.756082057952881,6.358657598495483,,,
3.8046066761016846,2.7379831075668335,2.0768104791641235,4.376482009887695,5.972681760787964,4.922171354293823,,,
4.267608404159546,3.070145606994629,2.2071890830993652,3.45815646648407,5.38436484336853,6.162979364395142,,,
3.7481794357299805,2.762949585914612,2.11262583732605,3.2547723054885864,4.065320730209351,6.359315872192383,,,
3.7387410402297974,2.7484493255615234,2.2071890830993652,3.3430017232894897,4.1925904750823975,6.19359278678894,4.760156869888306,,
3.8047012090682983,2.7393287420272827,2.2345176935195923,3.2547723054885864,6.825177907943726,6.358937740325928,4.78364109992981,,
3.8042893409729004,2.762949585914612,2.2440158128738403,3.3438286781311035,5.0313560962677,5.91154932975769,,,
4.300913333892822,2.7373104095458984,2.1428369283676147,3.4632495641708374,6.034597158432007,6.392674446105957,,,
3.817198395729065,2.742192268371582,2.101463198661804,3.3163740634918213,6.455413579940796,6.37799859046936,4.864009857177734,,
3.8159860372543335,2.7482324838638306,2.144670248031616,3.3163740634918213,6.358657598495483,4.917455196380615,,,
3.7483266592025757,2.7365217208862305,2.173950672149658,3.2547723054885864,4.234373092651367,6.431651592254639,4.917455196380615,,
3.8047012090682983,2.748807430267334,2.234224796295166,3.2017017602920532,5.044282674789429,5.927786350250244,5.052945137023926,,
3.8159860372543335,2.9276798963546753,2.1751517057418823,3.245918035507202,4.180958032608032,5.803296804428101,6.377450942993164,,
3.8042893409729004,2.693419575691223,2.1275945901870728,3.341827630996704,4.368080139160156,6.37799859046936,4.884119272232056,,
3.841901421546936,2.6946983337402344,2.2433841228485107,5.286275863647461,5.826961040496826,,,,
4.089772701263428,3.0685017108917236,2.3653457164764404,2.0528231859207153,3.3163740634918213,5.817304372787476,5.834517955780029,,
3.7734721899032593,2.7531659603118896,2.1483747959136963,3.2456823587417603,4.333393573760986,6.37799859046936,,,
3.8912737369537354,2.8733253479003906,2.23445987701416,3.341827630996704,4.455639600753784,6.359315872192383,4.9076149463653564,,
3.8042893409729004,2.7419220209121704,2.1736873388290405,4.299888372421265,4.405329704284668,6.359315872192383,4.8898396492004395,,
3.662881851196289,2.748663544654846,2.197878122329712,3.2547723054885864,5.508033514022827,4.073249578475952,6.37799859046936,4.917455196380615,
4.87631630897522,3.2425355911254883,2.5711312294006348,2.1428369283676147,3.6455233097076416,5.554932117462158,6.0955564975738525,,
3.8160706758499146,2.75686252117157,2.1751517057418823,3.2446075677871704,4.9008049964904785,6.075342416763306,,,
3.7734721899032593,2.7460392713546753,2.1963186264038086,2.0116686820983887,3.217076301574707,4.883764028549194,5.981577396392822,6.359315872192383,4.9190497398376465
3.7398388385772705,2.6946983337402344,2.1522438526153564,3.245918035507202,4.540654182434082,6.46205472946167,,,
3.80422842502594,2.8089100122451782,2.2440158128738403,3.4568746089935303,6.37799859046936,4.870405912399292,8.096030235290527,,
3.7370967864990234,2.7371822595596313,2.195984363555908,3.2485885620117188,4.147308588027954,4.455639600753784,5.9734296798706055,,
4.870072603225708,3.1583986282348633,2.535577416419983,2.058642864227295,3.657753586769104,6.107748985290527,,,
3.847332000732422,2.913148283958435,2.206998348236084,2.056744337081909,3.45815646648407,6.358657598495483,,,
4.253823280334473,2.8719162940979004,2.198667883872986,1.9546759724617004,3.4632495641708374,4.884280681610107,5.564112663269043,6.359315872192383,
3.7387410402297974,2.6946983337402344,2.11262583732605,4.343712091445923,4.455639600753784,6.359315872192383,4.858782768249512,,
3.8221395015716553,2.748807430267334,2.1837531328201294,3.3163740634918213,4.930603742599487,6.415439605712891,,,
3.8042893409729004,2.6130623817443848,2.1179133653640747,3.270347476005554,4.180958032608032,5.379994630813599,6.358937740325928,4.9190497398376465,
3.8042893409729004,2.7379831075668335,2.1751517057418823,3.310945153236389,4.780026435852051,6.107748985290527,4.769262313842773,,
3.8067697286605835,2.7484493255615234,2.1483747959136963,2.006356120109558,3.2456823587417603,4.376311779022217,5.998486042022705,4.9190497398376465,
3.8047012090682983,2.7371822595596313,2.0766900777816772,3.2547723054885864,4.566678047180176,6.107748985290527,4.9326488971710205,,
3.8042893409729004,2.7334342002868652,2.172496199607849,3.3430017232894897,5.510838508605957,5.972681760787964,4.915101051330566,,
3.8042893409729004,2.7561835050582886,2.1837531328201294,3.2547723054885864,6.37799859046936,4.870405912399292,,,
3.8160706758499146,2.750570058822632,2.1492066383361816,3.310945153236389,4.889654159545898,5.398432731628418,5.908554315567017,,
4.243411064147949,2.7484493255615234,2.1751517057418823,3.2547723054885864,5.417266607284546,6.162979364395142,,,
3.8047012090682983,2.7530583143234253,2.12658953666687,3.2456823587417603,6.408118009567261,5.033512353897095,,,
3.8160706758499146,2.7371822595596313,2.12658953666687,3.1874523162841797,4.884280681610107,4.376482009887695,6.359596014022827,4.870405912399292,
3.8047560453414917,2.7484493255615234,2.183764100074768,3.458911180496216,4.617087364196777,6.244349241256714,4.867829084396362,,
3.7481794357299805,2.7371822595596313,2.213831067085266,4.368080139160156,5.91154932975769,,,,
3.817185878753662,2.7371822595596313,2.1642019748687744,3.245918035507202,4.834771156311035,6.084118366241455,,,
3.80422842502594,2.8017632961273193,2.1997182369232178,4.455639600753784,6.408118009567261,4.9326488971710205,,,
3.8047012090682983,2.871859908103943,2.244349718093872,3.245918035507202,5.455017566680908,5.998486042022705,,,
3.80329430103302,2.7371822595596313,2.1099355220794678,3.2547723054885864,6.359315872192383,4.376482009887695,5.016920328140259,,
3.7734721899032593,2.8096954822540283,2.1980159282684326,1.9294707775115967,3.204370617866516,4.368080139160156,6.0688793659210205,5.012312889099121,
3.7680593729019165,2.6946983337402344,2.1736873388290405,3.2547723054885864,5.417266607284546,6.598045110702515,,,
4.323281764984131,2.9136769771575928,2.2437283992767334,3.45815646648407,4.985648155212402,6.421013355255127,,,
4.196131706237793,2.8117029666900635,2.112769365310669,3.3438286781311035,6.408118009567261,,,,
3.6442434787750244,2.7385871410369873,2.1483747959136963,3.3163740634918213,4.889654159545898,4.368080139160156,6.107748985290527,,
3.7387410402297974,2.6926584243774414,2.203595519065857,3.2801384925842285,4.884280681610107,6.408118009567261,,,
4.29411244392395,2.9111744165420532,2.23445987701416,3.341827630996704,6.0924458503723145,,,,
3.8947592973709106,2.803981304168701,2.1751517057418823,3.2547723054885864,6.408118009567261,4.907347917556763,8.633447647094727,,
4.889108419418335,3.2386356592178345,2.332172155380249,2.0529913902282715,3.5892200469970703,6.258325815200806,6.358657598495483,,
3.8090964555740356,2.7546385526657104,2.1973659992218018,3.4568746089935303,6.37799859046936,4.922171354293823,,,
3.7715998888015747,2.69285786151886,2.1122275590896606,3.2547723054885864,4.884280681610107,5.51571249961853,5.9734296798706055,5.015900373458862,
3.8122527599334717,2.6946983337402344,2.1752341985702515,3.2563925981521606,6.359315872192383,4.917455196380615,,,
3.7734721899032593,2.672315835952759,2.174275517463684,3.2587313652038574,4.884280681610107,4.455639600753784,6.37799859046936,5.20939826965332,
3.7481794357299805,2.7524534463882446,2.1137001514434814,3.45815646648407,6.107748985290527,7.374199390411377,,,
3.8047012090682983,2.6946983337402344,2.1641026735305786,3.3163740634918213,5.817304372787476,,,,
3.7387410402297974,2.6946983337402344,2.1753334999084473,4.14033579826355,5.834517955780029,,,,
3.9010915756225586,2.7484493255615234,2.058642864227295,3.341827630996704,4.546569347381592,6.359596014022827,5.211512804031372,,
3.641865611076355,2.801116943359375,2.1980159282684326,3.2020349502563477,6.359315872192383,,,,
3.7387410402297974,2.8719162940979004,2.2029480934143066,5.105043649673462,5.982892990112305,,,,
4.015681982040405,2.7524534463882446,2.1650900840759277,3.363519787788391,6.3740317821502686,6.107748985290527,,,
3.863541841506958,2.7574576139450073,2.1179133653640747,3.2587313652038574,7.882795095443726,5.852736949920654,4.71990442276001,,
3.847332000732422,2.7484493255615234,2.203595519065857,3.2547723054885864,4.476487398147583,5.91154932975769,4.917455196380615,,
4.246603727340698,2.8734090328216553,2.263095498085022,2.047117829322815,3.4632495641708374,4.930224418640137,6.406695365905762,,
3.8160706758499146,2.748807430267334,2.1743580102920532,3.3438286781311035,4.3001484870910645,4.291430950164795,6.359315872192383,4.8915557861328125,
4.10221791267395,2.8733253479003906,2.3941636085510254,2.007094979286194,3.5433677434921265,6.37799859046936,,,
3.80422842502594,2.7482324838638306,2.195984363555908,3.2547723054885864,6.359596014022827,5.033512353897095,,,
4.086979389190674,2.693419575691223,2.1751517057418823,3.45815646648407,4.998482704162598,6.408118009567261,,,
3.8042893409729004,2.8096954822540283,2.1837531328201294,3.3461567163467407,5.819648027420044,7.377051830291748,,,
3.650200128555298,2.8722753524780273,2.2347527742385864,3.45815646648407,4.180958032608032,5.834517955780029,5.0511696338653564,,
3.8160706758499146,2.748807430267334,2.172299385070801,3.5433677434921265,4.035700798034668,6.0827343463897705,,,
3.978226661682129,2.9454731941223145,2.246354103088379,3.363519787788391,6.37799859046936,,,,
3.8047012090682983,2.913575530052185,2.396355628967285,3.341827630996704,3.9641069173812866,6.2301928997039795,4.917455196380615,,
3.8042893409729004,2.6946983337402344,2.173994302749634,3.2547723054885864,6.37799859046936,4.917455196380615,,,
4.302740097045898,2.9422794580459595,2.075056552886963,3.4628130197525024,5.953790903091431,6.090350151062012,,,
3.767225980758667,2.7482324838638306,2.1837531328201294,3.359115719795227,4.885259389877319,6.37799859046936,5.0511696338653564,,
3.80422842502594,2.7482324838638306,2.117894768714905,3.2547723054885864,4.41647744178772,4.63938307762146,6.103664398193359,4.8898396492004395,
4.249361038208008,2.9438700675964355,2.213831067085266,2.006356120109558,3.714568614959717,5.05034327507019,6.431651592254639,,
3.8042893409729004,2.8719162940979004,2.244062304496765,3.47132670879364,4.368701696395874,5.9031736850738525,,,
3.662881851196289,2.7371822595596313,2.2437283992767334,2.989134669303894,4.884280681610107,6.415439605712891,,,
3.8160706758499146,2.734089970588684,2.1752341985702515,3.310945153236389,4.352797031402588,6.358657598495483,5.2026145458221436,,
4.016172647476196,2.913148283958435,2.244349718093872,3.2525506019592285,4.834771156311035,6.107748985290527,,,
3.80603563785553,2.7371822595596313,2.203595519065857,3.2547723054885864,4.759069204330444,6.3469624519348145,4.867829084396362,,
3.8042893409729004,2.623463273048401,2.183880090713501,3.341827630996704,4.376311779022217,5.897136688232422,,,
4.1105124950408936,2.8734090328216553,2.1751517057418823,3.4628130197525024,6.034597158432007,6.141695261001587,,,
3.8160706758499146,2.7371822595596313,2.10685396194458,3.341827630996704,4.808080434799194,6.348754167556763,4.917455196380615,,
4.080002069473267,2.9111744165420532,2.173994302749634,3.3260966539382935,4.883764028549194,6.415439605712891,,,
3.8042893409729004,2.745262622833252,2.173994302749634,4.808080434799194,6.359315872192383,,,,
3.7734721899032593,2.7484493255615234,2.173994302749634,3.366321086883545,6.358937740325928,8.108320713043213,,,
3.893877148628235,2.748070478439331,2.1751517057418823,3.4640042781829834,4.0878660678863525,6.415439605712891,,,
3.8042893409729004,2.8721333742141724,2.2480839490890503,3.3925671577453613,5.531599283218384,6.0924458503723145,,,
3.826448917388916,2.693419575691223,2.101463198661804,3.366321086883545,6.359315872192383,4.870072603225708,,,
4.3670995235443115,2.803981304168701,2.2440158128738403,2.0466290712356567,3.4568746089935303,5.817304372787476,5.933151960372925,,
4.29363226890564,2.9112428426742554,2.183880090713501,3.45815646648407,5.398359060287476,6.141695261001587,,,
3.80422842502594,2.941967010498047,2.161358118057251,3.345002770423889,4.072653293609619,4.455639600753784,6.0924458503723145,,
3.8021411895751953,2.7379831075668335,2.1275945901870728,4.536808967590332,6.359315872192383,,,,
3.8042893409729004,2.6926584243774414,2.17405104637146,4.403117418289185,6.377450942993164,4.9190497398376465,,,
3.8042893409729004,2.6948516368865967,2.0481152534484863,3.245918035507202,7.842267274856567,6.359315872192383,4.870405912399292,,
3.7734721899032593,2.8721333742141724,2.1979886293411255,3.458911180496216,6.408118009567261,4.870405912399292,,,
3.7387410402297974,2.7419220209121704,2.1837531328201294,4.474765300750732,5.898265361785889,4.884191274642944,,,
4.283766508102417,2.9110865592956543,2.244062304496765,2.056744337081909,3.4632495641708374,4.883764028549194,5.834517955780029,,
4.33475923538208,3.1583986282348633,2.199560046195984,3.473755955696106,4.929768800735474,6.107748985290527,,,
3.6281189918518066,2.748590588569641,2.173994302749634,4.343712091445923,5.927786350250244,,,,
3.804640293121338,2.7379831075668335,2.172496199607849,3.2547723054885864,6.107748985290527,,,,
3.8042893409729004,2.9111744165420532,2.1753334999084473,3.363519787788391,4.482602119445801,6.18803596496582,,,
3.7619441747665405,2.7379831075668335,2.1751517057418823,1.9737406373023987,3.368783473968506,4.48088002204895,4.455639600753784,6.359315872192383,4.870405912399292
3.8160706758499146,2.7371822595596313,2.199560046195984,3.2446075677871704,4.298743724822998,6.408118009567261,,,
4.244109153747559,2.9939773082733154,2.1642019748687744,3.714568614959717,5.564112663269043,6.107748985290527,,,
3.8231102228164673,2.8096954822540283,2.174275517463684,3.5433677434921265,4.347976922988892,6.3938000202178955,4.916695594787598,,
3.7734721899032593,2.748070478439331,2.1997182369232178,3.245918035507202,4.376311779022217,6.0827343463897705,4.937084913253784,,
3.804640293121338,2.7524534463882446,2.173950672149658,3.1874523162841797,4.476487398147583,5.998486042022705,,,
3.771303653717041,2.7418899536132812,2.1751517057418823,3.2547723054885864,4.476487398147583,6.37799859046936,,,
3.9010915756225586,2.8734090328216553,2.172496199607849,3.3163740634918213,5.981577396392822,6.359315872192383,4.88166069984436,,
3.8044909238815308,2.7373104095458984,2.1753334999084473,3.363519787788391,4.362702131271362,5.826961040496826,,,
4.010056018829346,2.8722753524780273,2.174275517463684,3.4640042781829834,5.408574104309082,6.415439605712891,,,
4.889108419418335,3.1591432094573975,2.4763554334640503,3.657753586769104,6.786243677139282,6.107748985290527,,,
3.8042893409729004,2.7419220209121704,2.244062304496765,3.245918035507202,4.368080139160156,6.162979364395142,4.937084913253784,,
3.8090964555740356,2.6948516368865967,2.0600332021713257,3.245918035507202,4.347976922988892,6.348754167556763,,,
3.8947592973709106,2.7465239763259888,2.183880090713501,1.9582945704460144,5.417232990264893,6.333002805709839,,,
3.8160706758499146,2.7482324838638306,2.1179133653640747,3.245918035507202,4.476487398147583,6.37799859046936,4.9190497398376465,,
3.817185878753662,2.742057681083679,2.173994302749634,3.257714033126831,6.349034309387207,5.184937477111816,,,
4.196131706237793,2.7379831075668335,2.172496199607849,3.45815646648407,5.0313560962677,6.415439605712891,,,
3.7680593729019165,2.7482324838638306,2.11262583732605,3.3163740634918213,4.192641019821167,4.416977643966675,6.358657598495483,4.917455196380615,
3.808967351913452,2.8719162940979004,2.3885247707366943,3.359115719795227,4.90278697013855,6.408118009567261,4.8784708976745605,,
3.8951499462127686,2.8736000061035156,2.164218783378601,3.3163740634918213,4.070103168487549,5.077550649642944,6.359596014022827,4.894618988037109,
3.985681653022766,2.924351930618286,2.2444229125976562,3.5391777753829956,4.930603742599487,6.359315872192383,4.915101051330566,,
3.80422842502594,2.752564549446106,2.0571593046188354,3.341827630996704,4.403117418289185,5.826961040496826,,,
4.29411244392395,2.951417565345764,2.203595519065857,3.6914879083633423,5.564112663269043,6.107748985290527,,,
