train_accuracy,train_tn,train_fp,train_fn,train_tp,val_accuracy,val_tn,val_fp,val_fn,val_tp,test_accuracy,test_tn,test_fp,test_fn,test_tp
0.9891666666666666,4747,17,87,4749,0.91,1574,49,239,1338,0.91,1574,49,239,1338
