train_accuracy,train_tn,train_fp,train_fn,train_tp,val_accuracy,val_tn,val_fp,val_fn,val_tp,test_accuracy,test_tn,test_fp,test_fn,test_tp
0.9847916666666666,4829,28,118,4625,0.8875,1492,62,298,1348,0.8875,1492,62,298,1348
