train_accuracy,train_tn,train_fp,train_fn,train_tp,val_accuracy,val_tn,val_fp,val_fn,val_tp,test_accuracy,test_tn,test_fp,test_fn,test_tp
0.9876041666666666,4801,16,103,4680,0.90125,1547,40,276,1337,0.90125,1547,40,276,1337
