train_accuracy,train_tn,train_fp,train_fn,train_tp,val_accuracy,val_tn,val_fp,val_fn,val_tp,test_accuracy,test_tn,test_fp,test_fn,test_tp
0.9904166666666666,4860,10,82,4648,0.93625,1513,38,166,1483,0.93625,1513,38,166,1483
