0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
3.95444393157959,2.6734609603881836,4.414799451828003,2.672895312309265,5.694610118865967,7.155702590942383,3.302039861679077,2.7968441247940063,6.085844993591309,4.140625715255737,4.887728929519653,4.984978199005127,2.9599982500076294,5.743857383728027,6.381760597229004,,,,,,,
3.087988495826721,2.803520679473877,2.3370996713638306,2.8970675468444824,2.503289222717285,5.632670640945435,3.7398319244384766,6.603894472122192,4.699500799179077,3.610515832901001,4.0526509284973145,4.907347917556763,,,,,,,,,,
2.996809482574463,2.158349394798279,2.7274484634399414,2.6136964559555054,2.625476598739624,4.19563889503479,5.448751211166382,6.658423185348511,4.026937961578369,6.137439966201782,3.6530309915542603,3.9557790756225586,5.910946607589722,4.069811582565308,6.365548610687256,,,,,,,
3.0565247535705566,2.8058212995529175,2.6760413646698,2.784999966621399,2.0074514150619507,2.8957526683807373,2.746666669845581,4.231363773345947,4.882769823074341,8.389664649963379,7.01475191116333,3.849455237388611,3.3076188564300537,3.196179747581482,4.490927219390869,5.908257961273193,4.207892894744873,6.381760597229004,,,,
2.989091396331787,2.011393189430237,4.727601528167725,5.765145301818848,6.430375337600708,4.298368692398071,6.256205797195435,3.561986804008484,3.457490563392639,3.8021024465560913,4.09826397895813,5.194954872131348,5.198991060256958,,,,,,,,,
3.0704574584960938,2.694823384284973,2.661949396133423,2.319754481315613,2.641597628593445,2.15261709690094,5.694610118865967,4.191428184509277,5.910153388977051,3.8706218004226685,3.2164666652679443,3.162811756134033,3.7573258876800537,4.550532817840576,3.612329363822937,3.4454230070114136,3.711544394493103,5.798161268234253,3.957594871520996,5.930225610733032,,
3.058238983154297,2.3370996713638306,2.8376654386520386,5.662939071655273,3.771272301673889,4.333349227905273,3.357804536819458,3.7327845096588135,3.3646628856658936,4.432894945144653,4.426055908203125,4.907174587249756,4.523118734359741,7.226129770278931,5.220213890075684,3.840158462524414,,,,,,
2.976157784461975,2.630618929862976,2.063944101333618,5.662939071655273,3.9789485931396484,6.079381942749023,4.110210418701172,4.304574251174927,3.5475919246673584,3.4630374908447266,4.715212106704712,4.563422441482544,4.194436430931091,4.0526509284973145,3.5755480527877808,5.784630298614502,,,,,,
3.1343653202056885,2.3370996713638306,2.9671988487243652,2.7673282623291016,2.0119237899780273,2.2823596000671387,2.8291854858398438,6.351960897445679,3.9394419193267822,4.396272659301758,3.29949414730072,3.5733433961868286,4.240949630737305,4.7235846519470215,6.3461573123931885,,,,,,,
2.3397462368011475,2.079511523246765,5.694610118865967,4.19563889503479,4.073326349258423,3.3123327493667603,3.0173842906951904,3.1313170194625854,3.2496745586395264,4.490927219390869,7.5761635303497314,4.860071659088135,5.21092414855957,6.708627223968506,3.9788841009140015,5.171260118484497,4.082052946090698,6.38398814201355,6.681244611740112,,,
2.8031660318374634,2.130557656288147,2.915303945541382,3.729692220687866,5.711798667907715,3.0869948863983154,3.5530983209609985,2.7813435792922974,4.700322389602661,4.021339416503906,,,,,,,,,,,,
3.0832492113113403,2.577511429786682,2.987138032913208,2.2880560159683228,5.849190711975098,3.7403128147125244,3.7002832889556885,3.3067851066589355,3.5583544969558716,5.589430809020996,7.017959833145142,4.3151631355285645,3.7567509412765503,4.741544485092163,3.9787858724594116,4.907347917556763,5.10559606552124,,,,,
3.058238983154297,2.8008087873458862,2.130557656288147,2.1493942737579346,2.520379066467285,2.2534940242767334,5.229055404663086,5.849368095397949,3.983581304550171,3.4630374908447266,3.4444940090179443,4.490927219390869,4.2182629108428955,6.157904386520386,4.86275577545166,4.158592462539673,4.472938299179077,5.940890550613403,,,,
3.058238983154297,2.130686044692993,2.579493284225464,3.773566722869873,3.131446957588196,3.094944715499878,6.138799667358398,5.0378336906433105,3.9056955575942993,4.238598346710205,7.43193793296814,4.0526509284973145,3.22370707988739,5.930225610733032,4.519028663635254,,,,,,,
3.0565247535705566,2.867700457572937,2.672057628631592,2.351123809814453,5.694610118865967,3.746834397315979,3.487506628036499,5.376603841781616,4.86465048789978,4.88990330696106,4.984440088272095,4.876136779785156,6.37585711479187,,,,,,,,,
2.9969245195388794,2.8058212995529175,2.6630160808563232,2.1147968769073486,3.8145114183425903,5.115324974060059,3.5520458221435547,4.304386377334595,4.100568532943726,4.412709951400757,4.701351165771484,,,,,,,,,,,
3.1343653202056885,2.8031439781188965,2.332566022872925,2.4861332178115845,3.5434235334396362,4.56718373298645,5.492402791976929,4.144926071166992,4.739371061325073,6.467020034790039,4.138933181762695,4.273038625717163,5.798161268234253,,,,,,,,,
2.987852454185486,2.56306791305542,2.122797131538391,3.8900201320648193,5.828232288360596,3.5520458221435547,3.1541415452957153,4.797667503356934,3.7049731016159058,5.005596399307251,4.763674259185791,4.432894945144653,3.8609163761138916,7.160440683364868,4.474035739898682,,,,,,,
3.957594871520996,2.8522826433181763,6.683916091918945,4.755817413330078,2.99847674369812,2.130557656288147,4.21493673324585,3.8092477321624756,3.2825520038604736,5.792057514190674,6.47344708442688,3.3147640228271484,3.7444119453430176,3.9636980295181274,3.8218448162078857,3.2762523889541626,,,,,,
3.058238983154297,2.8058212995529175,2.130557656288147,5.694610118865967,3.980569005012512,4.907938003540039,4.80353045463562,7.160440683364868,3.8043746948242188,3.3123327493667603,3.202620267868042,4.4478254318237305,4.807044982910156,5.2068586349487305,,,,,,,,
2.3911468982696533,2.7611427307128906,2.576905846595764,2.011393189430237,5.694610118865967,5.627960443496704,4.743397951126099,3.7403128147125244,2.497395873069763,4.803000211715698,4.909057855606079,4.044357061386108,,,,,,,,,,
3.0038777589797974,2.131259799003601,6.095086574554443,4.575268745422363,6.18803596496582,4.781120777130127,3.705598473548889,4.039905667304993,3.5623278617858887,3.957594871520996,3.296722650527954,5.780591726303101,,,,,,,,,,
2.965486526489258,2.8528027534484863,6.095086574554443,4.4392523765563965,3.7821755409240723,4.011442542076111,3.8392014503479004,4.68978214263916,3.4724626541137695,3.215177893638611,4.012584924697876,3.5593029260635376,4.209976673126221,4.386101484298706,6.136572360992432,4.226678371429443,3.973238945007324,4.05191707611084,2.8511394262313843,4.530735015869141,,
3.0708975791931152,2.329178810119629,2.1630139350891113,2.574065089225769,2.183588743209839,2.9727494716644287,2.8392547369003296,5.00946044921875,3.9023404121398926,4.851881980895996,3.924235701560974,5.28635311126709,5.165242910385132,3.080267071723938,3.6050453186035156,3.4489905834198,4.413118839263916,4.526012420654297,5.11545991897583,,,
2.6728447675704956,3.1317007541656494,5.638098239898682,5.213849782943726,6.1104278564453125,3.3123327493667603,4.834105730056763,2.8495696783065796,4.755368709564209,4.474534034729004,,,,,,,,,,,,
2.3207062482833862,3.5014772415161133,3.110145688056946,2.5122926235198975,2.9451634883880615,3.4843034744262695,3.356611132621765,4.245321989059448,2.8089072704315186,5.7652881145477295,4.701351165771484,5.13595724105835,4.858595609664917,3.724563479423523,3.3123327493667603,6.1928887367248535,4.138933181762695,4.634083271026611,,,,
3.196047306060791,2.8058212995529175,2.1268821954727173,5.694610118865967,4.113171339035034,4.776330232620239,3.9339312314987183,3.479439616203308,5.193486213684082,4.207892894744873,,,,,,,,,,,,
3.0708975791931152,2.3315656185150146,2.7172850370407104,3.9805067777633667,3.7302948236465454,6.591274738311768,4.6494762897491455,4.051934242248535,3.8413645029067993,6.166001319885254,4.453065872192383,,,,,,,,,,,
3.0708975791931152,2.099737286567688,2.559406280517578,2.7779250144958496,2.667443871498108,2.328932762145996,5.821712493896484,4.532114744186401,3.531988263130188,4.207892894744873,,,,,,,,,,,,
2.781824231147766,2.901650071144104,2.5441752672195435,3.295975923538208,5.715461254119873,3.279966354370117,2.83711576461792,4.727601528167725,4.1326305866241455,6.895884037017822,7.226129770278931,3.5529035329818726,4.484295606613159,,,,,,,,,
3.0832492113113403,2.3209242820739746,2.063944101333618,2.8532735109329224,2.5547356605529785,2.899465799331665,3.005620002746582,2.774749279022217,2.8389458656311035,7.631388902664185,6.946423292160034,3.7919448614120483,3.2986570596694946,4.374089002609253,7.226129770278931,4.417510747909546,5.133558988571167,5.256115674972534,4.388469934463501,4.7182776927948,,
3.0832492113113403,2.158655047416687,2.7804239988327026,5.711798667907715,3.9725693464279175,6.774140357971191,5.259673118591309,4.743397951126099,3.5069026947021484,3.72237765789032,4.0526509284973145,5.930225610733032,5.386681795120239,,,,,,,,,
2.9987951517105103,2.130557656288147,2.3370996713638306,2.8010852336883545,6.095086574554443,4.715096712112427,6.195462703704834,4.16722047328949,3.5520458221435547,4.426601409912109,4.907347917556763,3.8336933851242065,6.359173774719238,,,,,,,,,
3.0708975791931152,2.791653275489807,2.131048560142517,2.7816381454467773,2.717860698699951,8.389664649963379,5.606330394744873,5.93290376663208,4.715096712112427,4.578489065170288,3.55723237991333,3.705598473548889,4.4443442821502686,4.0526509284973145,8.52439832687378,5.44586968421936,4.4668800830841064,6.381760597229004,,,,
3.00484037399292,2.8528027534484863,2.7250306606292725,2.1278412342071533,2.8407074213027954,5.863659143447876,3.746834397315979,3.517643928527832,4.0717151165008545,4.1468000411987305,4.858595609664917,4.374758005142212,5.002709865570068,6.3437299728393555,,,,,,,,
2.130686044692993,3.0924986600875854,2.802188754081726,4.460415601730347,4.241150856018066,2.9236531257629395,3.8147588968276978,5.792057514190674,3.2014474868774414,3.2986782789230347,4.474035739898682,,,,,,,,,,,
