0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
3.061237335205078,2.1312921047210693,2.3369892835617065,2.5183145999908447,4.970377683639526,3.7076783180236816,4.008523225784302,3.1411362886428833,5.02700662612915,4.010107517242432,3.3082159757614136,3.2962294816970825,,,,,,,,
3.0706260204315186,2.101266622543335,2.981728434562683,2.5297869443893433,4.075358152389526,3.1972968578338623,5.821712493896484,4.63930344581604,3.850767135620117,3.9543957710266113,4.993166446685791,,,,,,,,,
2.1312267780303955,2.8075387477874756,2.1647820472717285,2.827258586883545,2.142986297607422,4.2295907735824585,3.8649768829345703,4.723466873168945,6.103964805603027,4.3029749393463135,2.944863200187683,3.0154207944869995,4.955745697021484,,,,,,,
3.06120765209198,2.1216660737991333,2.996360421180725,2.56306791305542,2.142986297607422,4.8540215492248535,5.7966554164886475,5.940890550613403,4.002366065979004,4.130157947540283,5.910225868225098,4.484229803085327,,,,,,,,
5.8388285636901855,4.815864086151123,3.11301851272583,3.004003405570984,2.131992220878601,2.6480021476745605,5.234503984451294,4.371082305908203,4.302375078201294,4.4809465408325195,,,,,,,,,,
2.5297869443893433,2.308858871459961,3.7061716318130493,5.130811452865601,7.832822799682617,4.80767822265625,3.929098129272461,5.634226560592651,3.11301851272583,2.7813435792922974,4.071658611297607,4.021339416503906,6.152377128601074,4.5887463092803955,5.091171026229858,5.015200138092041,,,,
2.987852454185486,2.7980717420578003,2.2045100927352905,2.7776200771331787,9.150912284851074,6.104832410812378,5.545089960098267,5.237022876739502,3.1672403812408447,3.929098129272461,4.127161979675293,4.146852254867554,3.2492079734802246,3.316431760787964,3.720082640647888,5.165604114532471,5.034245491027832,,,
3.3689284324645996,3.37045955657959,2.8556811809539795,2.9593783617019653,2.468415141105652,4.195578098297119,3.754221558570862,5.161145925521851,4.479233503341675,3.704948902130127,2.9644843339920044,3.7273764610290527,3.2897274494171143,3.263038992881775,4.816513538360596,5.101582050323486,4.0915915966033936,,,
3.061237335205078,2.503499746322632,2.131048560142517,3.7061716318130493,7.123163461685181,4.417619466781616,4.80353045463562,3.664793014526367,4.021339416503906,5.193486213684082,4.921092987060547,5.105860471725464,,,,,,,,
2.5358898639678955,2.586757779121399,2.157567620277405,2.9117443561553955,3.95444393157959,4.408172130584717,6.685498476028442,4.305418968200684,4.007341146469116,2.9971405267715454,4.106595993041992,4.907347917556763,5.6602942943573,3.669772744178772,2.515569567680359,4.892834424972534,3.694811701774597,4.051204442977905,2.718944787979126,
2.987900972366333,2.130009651184082,2.5970975160598755,2.1635037660598755,3.733306884765625,4.9278483390808105,3.3620080947875977,4.905269145965576,3.6706560850143433,4.138933181762695,3.461932063102722,3.8233940601348877,3.436614751815796,4.477516174316406,5.124186754226685,4.905351400375366,,,,
3.0655617713928223,2.127513289451599,2.5852779150009155,4.374089002609253,3.987002968788147,5.108819484710693,3.7877196073532104,4.1421215534210205,6.584273099899292,4.084054708480835,3.3657690286636353,,,,,,,,,
2.1312267780303955,2.6577515602111816,5.237022876739502,3.864500403404236,7.590024948120117,3.280500292778015,3.577429175376892,2.3397223949432373,5.00865364074707,4.996311187744141,3.971867322921753,5.3991498947143555,7.53593373298645,,,,,,,
2.987900972366333,2.439813494682312,2.6745434999465942,3.7403128147125244,4.8739447593688965,7.335467576980591,3.9268240928649902,3.2926721572875977,3.0696827173233032,4.084985971450806,3.191272735595703,8.869526863098145,5.175043344497681,4.048304557800293,4.71389102935791,3.694811701774597,,,,
3.0504177808761597,2.8485941886901855,2.158655047416687,4.438539505004883,3.8348156213760376,8.883302688598633,4.85074520111084,3.6884959936141968,4.543409585952759,4.012584924697876,5.8749988079071045,3.2553818225860596,4.162083864212036,,,,,,,
3.061237335205078,2.5291929244995117,2.1312267780303955,2.584282398223877,2.396801710128784,5.229055404663086,4.1949756145477295,3.985681653022766,3.9394419193267822,3.1555583477020264,3.3012083768844604,4.626906633377075,5.503214359283447,4.922466516494751,5.816239595413208,4.77573037147522,4.051934242248535,5.091171026229858,,
3.065659999847412,2.338313937187195,2.684406876564026,4.138788223266602,6.579824686050415,6.103964805603027,5.2653748989105225,3.3802911043167114,3.5442965030670166,4.135125637054443,4.106203079223633,5.391822338104248,,,,,,,,
3.95444393157959,2.6938308477401733,2.131048560142517,2.9192590713500977,3.7398319244384766,3.6830488443374634,3.8671748638153076,3.8282076120376587,3.022221326828003,4.557342290878296,4.421154022216797,7.1570494174957275,4.051934242248535,,,,,,,
3.0708975791931152,2.158655047416687,4.210702657699585,3.850767135620117,3.7435081005096436,8.637016773223877,4.748695373535156,4.473252296447754,4.581252813339233,3.803664445877075,4.024480581283569,3.366482138633728,3.849455237388611,3.6714123487472534,4.926676988601685,,,,,
