0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
3.0261698961257935,2.7950114011764526,2.154828906059265,3.731430411338806,4.756781101226807,5.710111856460571,5.28810453414917,4.660704612731934,3.7488534450531006,3.951445460319519,5.237573146820068,,,,,,,,,,
3.2663302421569824,4.645110845565796,2.775426745414734,2.0898841619491577,2.1927016973495483,2.7340399026870728,3.5299019813537598,2.9572153091430664,3.485258936882019,2.9869545698165894,4.982212543487549,5.604112386703491,5.934340715408325,4.721490859985352,3.513956308364868,3.4603487253189087,6.177471876144409,2.879039168357849,5.890557289123535,6.480133056640625,
3.0708975791931152,2.1692087650299072,2.7933757305145264,3.0411179065704346,5.4882307052612305,3.7248913049697876,3.7378469705581665,3.5338422060012817,5.170935392379761,5.269948244094849,3.9936121702194214,6.3246095180511475,,,,,,,,,
3.0035325288772583,2.492825150489807,4.030709266662598,3.727680802345276,3.6337839365005493,3.3282463550567627,3.044269323348999,5.708763837814331,6.231221437454224,8.731748580932617,5.921731948852539,7.319971561431885,5.414531469345093,4.456499338150024,,,,,,,
3.2696231603622437,2.8443740606307983,2.1692087650299072,3.6697362661361694,3.006985902786255,3.0024343729019165,3.7930290699005127,3.5727322101593018,5.388063907623291,6.555935382843018,5.450449705123901,5.662240743637085,,,,,,,,,
2.9967451095581055,2.775426745414734,2.87895131111145,2.2585095167160034,4.161668062210083,7.697157382965088,6.0835089683532715,3.6429121494293213,3.065838575363159,3.0786556005477905,5.725836515426636,3.957449197769165,3.818993330001831,5.314513444900513,,,,,,,
2.9973303079605103,2.6036208868026733,3.970081329345703,4.338665008544922,5.151933670043945,3.5910624265670776,3.346527338027954,3.988549590110779,3.6914879083633423,3.6657105684280396,5.934340715408325,5.81600284576416,7.262012481689453,5.980054616928101,,,,,,,
3.025962710380554,2.5758557319641113,2.3345837593078613,4.597155570983887,3.535364508628845,3.5149654150009155,4.150648593902588,3.5393285751342773,3.93292236328125,7.367770671844482,9.718266487121582,,,,,,,,,,
2.9868788719177246,2.691782236099243,2.7933342456817627,2.5475553274154663,3.7053385972976685,3.3867732286453247,5.28810453414917,8.98924446105957,4.164980173110962,3.8092833757400513,4.274604558944702,4.469113826751709,5.301080942153931,,,,,,,,
3.100982904434204,3.006985902786255,2.8534536361694336,2.1681236028671265,2.6218624114990234,2.9926215410232544,3.499536633491516,3.7050700187683105,3.2416679859161377,3.614479899406433,3.5860153436660767,3.732863426208496,5.129403352737427,5.131004095077515,5.805825233459473,3.940582752227783,,,,,
2.996809482574463,2.8649890422821045,2.092555284500122,2.7773548364639282,2.7046051025390625,4.196131706237793,3.552940249443054,4.114470720291138,3.3143023252487183,5.402044057846069,5.408987283706665,4.430095672607422,4.801651239395142,7.351542234420776,5.91932225227356,4.478132963180542,,,,,
2.0386669039726257,2.391677737236023,2.853829503059387,3.532585024833679,5.370811939239502,3.639601469039917,4.295278310775757,3.8237698078155518,2.7870023250579834,2.9874181747436523,3.5184166431427,3.2092125415802,4.429107189178467,7.26906681060791,8.11045503616333,,,,,,
2.9973303079605103,2.6773070096969604,2.1958223581314087,3.7207111120224,5.686960697174072,6.331049203872681,5.333258152008057,3.7408010959625244,3.7272069454193115,3.5905193090438843,5.076962232589722,3.921284317970276,5.91932225227356,3.988549590110779,4.07071852684021,4.841633081436157,,,,,
2.996809482574463,2.8620710372924805,2.6244497299194336,2.260603427886963,3.8467423915863037,4.20223593711853,3.5805294513702393,3.5809696912765503,3.28850519657135,7.848732948303223,5.687753915786743,4.343847990036011,5.7698352336883545,6.669643402099609,,,,,,,
3.4577553272247314,2.7728272676467896,2.781431794166565,2.391677737236023,4.756781101226807,6.7385454177856445,5.924467086791992,4.870888710021973,3.6236826181411743,3.8681387901306152,5.3028247356414795,3.8705124855041504,6.341610908508301,2.260603427886963,3.0444146394729614,3.0812495946884155,,,,,
3.094582200050354,2.624037265777588,2.8534536361694336,2.9249740839004517,2.0898841619491577,2.6098796129226685,4.383004426956177,5.980054616928101,7.3174498081207275,3.7313947677612305,5.3380186557769775,4.897636413574219,,,,,,,,,
3.0711286067962646,3.722277045249939,5.170935392379761,6.555935382843018,2.8488664627075195,2.6218624114990234,2.087201476097107,3.577072501182556,2.996126890182495,4.061100721359253,3.8237698078155518,4.8428733348846436,5.6093220710754395,4.982120513916016,,,,,,,
3.263969659805298,2.7812329530715942,2.187497138977051,4.390937805175781,3.006985902786255,4.177952527999878,4.0280983448028564,5.290011405944824,3.2884966135025024,5.730848073959351,4.037768840789795,,,,,,,,,,
3.5694905519485474,3.006985902786255,4.262517690658569,5.170935392379761,2.781431794166565,2.3034616708755493,3.2943187952041626,3.5332953929901123,4.345299005508423,5.435678005218506,3.5149422883987427,3.791942834854126,4.034523010253906,4.486067295074463,7.992527723312378,2.9983294010162354,5.399792432785034,2.7666945457458496,4.46487832069397,,
3.2581584453582764,2.395180821418762,2.8648855686187744,2.168686270713806,4.168720006942749,3.3675860166549683,3.522839307785034,5.16517972946167,6.332937002182007,3.9579566717147827,3.1591687202453613,4.205734491348267,4.892786979675293,,,,,,,,
2.9868788719177246,2.2606043815612793,2.76620614528656,4.030709266662598,3.2838077545166016,3.06358003616333,3.507186770439148,3.9783259630203247,3.9040822982788086,3.0839617252349854,5.938909292221069,4.839067459106445,5.1747660636901855,,,,,,,,
2.9866201877593994,2.260603427886963,2.8508609533309937,2.700113534927368,4.483234643936157,3.9405317306518555,4.320823907852173,3.7242900133132935,3.5294349193573,5.9234373569488525,3.9644941091537476,5.990210294723511,6.323864936828613,3.428001046180725,4.1641552448272705,4.862279415130615,,,,,
