Name,0%,25%,50%,75%,100%,Mean
SLR 2020 first split,2.0193129777908325,2.4549664556980133,2.7930432558059692,2.8485112488269806,4.7971765995025635,2.701322075128555
SLR 2025 first split,1.9982024431228638,2.719121038913727,2.869598150253296,2.8726764917373657,7.261516332626343,2.825708565711975
SLR 2030 first split,2.1137001514434814,2.83874848484993,2.8644304871559143,2.9685271084308624,5.796621322631836,2.8803212738037107
SLR 2035 first split,2.175101399421692,2.852350950241089,2.944906175136566,3.238660603761673,6.986863613128662,3.056197837591171
SLR 2040 first split,2.164898157119751,2.8852550983428955,3.143894910812378,3.464988350868225,3.702232241630554,3.100347502231598
SLR 2045 first split,2.211930513381958,2.8396145701408386,3.002132296562195,3.0563177168369293,4.2934675216674805,2.9956083703041076
SLR 2050 first split,2.3958767652511597,3.013424515724182,3.0137178897857666,3.223974585533142,3.9923737049102783,3.0999128401279448
SLR 2055 first split,2.1648154258728027,3.011715531349182,3.248927354812622,3.626953601837158,3.9923737049102783,3.2729743015766144
SLR 2060 first split,2.6998562812805176,3.27112877368927,3.4756511449813843,3.580455869436264,4.784710168838501,3.463298946619034
SLR 2065 first split,2.1630139350891113,3.1009199619293213,3.130011558532715,3.282327562570572,4.293002605438232,3.233125183582306
SLR 2070 first split,2.0386669039726257,2.9967933893203735,3.0801196694374084,3.259833335876465,4.295278310775757,3.1327054435014725
SLR 2075 first split,2.1692087650299072,2.9868788719177246,3.0082114934921265,3.195928394794464,3.818965792655945,3.0552244687080385
SLR 2080 first split,2.5631871223449707,2.9865856170654297,3.002354860305786,3.096002161502838,4.866055965423584,3.0030838549137115
SLR 2085 first split,2.085863709449768,2.986296206712723,2.9973303079605103,3.063231647014618,4.321293830871582,2.9907741153240206
SLR 2090 first split,2.157567620277405,2.9972288608551025,3.0082114934921265,3.0954363346099854,4.773966312408447,3.013685313463211
SLR 2095 first split,2.1001482009887695,2.987091064453125,2.99664306640625,3.19640851020813,3.9249972105026245,2.9897814321517946
SLR 2100 first split,2.1209511756896973,3.0082114934921265,3.0939980149269104,3.1961798071861267,4.81213641166687,3.0762952160835266
SLR 2105 first split,2.130009651184082,3.0031206011772156,3.0563732981681824,3.1009199619293213,4.910451412200928,3.0743506717681885
SLR 2110 first split,2.130009651184082,2.9874075651168823,3.06120765209198,3.0706260204315186,5.8388285636901855,3.0252941262722017
SLR 2115 first split,2.1162264347076416,2.983664870262146,3.0832492113113403,3.155515104532242,4.4774885177612305,2.9989610993862152
SLR 2120 first split,2.086404800415039,2.987852454185486,3.0565247535705566,3.0832492113113403,4.86589789390564,3.0040127778053285
SLR 2125 first split,2.130557656288147,2.9875927567481995,3.0563777685165405,3.0735733211040497,7.164647340774536,3.12557919383049
SLR 2130 first split,2.1196417808532715,2.987852454185486,3.0476537942886353,3.0622562170028687,6.86496114730835,3.0609262585639954
SLR 2135 first split,2.0779277086257935,2.987900972366333,3.0708975791931152,3.0829209089279175,8.429160118103027,3.108968173265457
SLR 2140 first split,2.1104516983032227,2.987900972366333,3.0476537942886353,3.083091974258423,4.848676443099976,3.0163025736808775
SLR 2145 first split,2.0306292176246643,2.9767465591430664,3.017735242843628,3.0582536458969116,5.5489068031311035,2.9813887876272203
SLR 2150 first split,2.215620756149292,2.9987155497074127,3.0476537942886353,3.0832492113113403,4.256326675415039,3.0604545068740845
