param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,mean_test_score,rank_test_score
18,15,2,4,1000,0.935625,1
18,15,3,7,1000,0.935625,1
12,15,4,7,750,0.9355,3
14,15,1,4,500,0.9355,3
14,15,1,4,750,0.9355,3
14,15,3,4,1000,0.9355,3
12,15,3,7,750,0.935375,7
14,15,3,10,1000,0.93525,8
14,15,4,4,1000,0.93525,8
18,15,2,4,750,0.93525,8
18,15,4,4,500,0.93525,8
