param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,mean_test_score,rank_test_score
14,15,1,4,250,0.93525,1
16,15,2,7,250,0.93525,1
18,15,1,13,750,0.935125,3
18,15,2,4,250,0.935125,3
12,15,1,10,250,0.934875,5
14,15,2,4,750,0.934875,5
18,15,3,4,250,0.934875,5
12,15,4,4,250,0.93475,8
14,15,4,13,500,0.93475,8
18,15,3,4,500,0.93475,8
