S.temperature,diff.temperature,alpha.temperature,beta0_gsic.slr_brick,V0_gsic.slr_brick,n_gsic.slr_brick,Gs0_gsic.slr_brick,a_tee.slr_brick,a_simple.slr_brick,b_simple.slr_brick,alpha_simple.slr_brick,beta_simple.slr_brick,V0_simple.slr_brick,offset.Tgav_obs,sigma.Tgav_obs,rho.Tgav_obs,sigma.slr_gsic_obs,rho.slr_gsic_obs,sigma.slr_gis_obs,rho.slr_gis_obs,a_anto.slr_brick,b_anto.slr_brick,gamma_dais.slr_brick,alpha_dais.slr_brick,mu_dais.slr_brick,nu_dais.slr_brick,P0_dais.slr_brick,kappa_dais.slr_brick,f0_dais.slr_brick,h0_dais.slr_brick,c_dais.slr_brick,b0_dais.slr_brick,slope_dais.slr_brick,lambda_dais.slr_brick,Tcrit_dais.slr_brick,offset.ocheat_obs,sigma.ocheat_obs,rho.ocheat_obs
2.37806574746003,0.839815565071739,0.771346663885728,0.0008285873096522,0.340688271081521,0.949084969064434,0.0021792663382457,0.266666276087478,-2.34490969030492,8.10856615174687,0.0003192951981876,0.0001541018848728,7.43323731861117,-0.0254295554299884,0.0914223852284946,0.435857587613874,0.0001572759277087,0.745404537790538,0.0001897095971064,0.816363403123299,0.606796562671661,1.13766181468964,2.79926872253418,0.122384160757065,7.91572999954224,0.0120309116318822,0.0881261229515076,0.0625061467289925,1.25314331054688,1066.24523925781,61.9208869934082,802.506896972656,0.0005325849051587,0.0074829100631177,-15.0907649993896,-13.7344693813726,0.514837974369463,0.978192863502743
4.56414706173445,3.17089969730316,0.98018268154217,0.0014340084328807,0.413869210803057,0.791846025464149,0.0026334375392099,0.12371714527389,-2.22476652956834,8.03982564157636,0.0004830519389229,8.75392812069643e-05,7.34998042294143,-0.036513733105044,0.0891940888192683,0.469214557792894,5.95885649909576e-06,0.984624139481745,0.0001784248071804,0.943431417738926,0.13187700510025,0.0887595191597939,3.3369357585907,0.507763147354126,10.7028427124023,0.0129117053002119,0.550500631332397,0.0528155937790871,1.2605402469635,1797.42150878906,101.613586425781,787.842346191406,0.0006725807907059,0.0095440158620476,-15.645299911499,-13.7344693813726,0.514837974369463,0.978192863502743
3.29240157702399,3.19136354936225,0.853450108570843,0.0013346428469313,0.433907055689771,0.676240626980289,0.0031478952027644,0.104500732368576,-2.41191677358736,7.90496609517796,0.0004025548489329,6.35101098705811e-05,7.542858149261,-0.0296184615018014,0.0814075716583992,0.416707507239011,0.0005465965709369,0.991182759597021,0.000205566489627,0.961218890078172,0.230130895972252,0.78555029630661,2.26271915435791,0.227576941251755,11.6014013290405,0.009974499233067,0.56908506155014,0.0362281762063503,1.31262946128845,1341.07177734375,65.4870376586914,777.453857421875,0.0006493563996627,0.0201535057276487,-15.0018224716187,-13.7344693813726,0.514837974369463,0.978192863502743
3.41131731400517,3.76830538120197,0.916162104644018,0.0004015040807009,0.438625818155048,0.760775674416353,-2.56392730739812e-05,0.137593268834126,-2.39525695857733,7.98671291038192,0.0006660040360795,0.000123755690866,7.44206125152814,-0.0254494072268963,0.0718487091645574,0.472905381434857,0.0001479917657029,0.907911370541917,0.0002109468607441,0.952839853917803,0.499066978693008,0.46562185883522,2.38084173202515,0.0397715270519257,11.721040725708,0.0075429398566484,1.05912911891937,0.0678922459483147,0.807502567768097,1857.04138183594,82.0989608764648,748.357177734375,0.0006903479225002,0.0114498222246766,-15.5990409851074,-13.7344693813726,0.514837974369463,0.978192863502743
4.06743131290973,2.49985595359961,1.01365281676955,0.0008211684946172,0.351111487049494,0.901350870346376,-0.0021280558018359,0.11743926488969,-0.386846015388194,7.38213995910056,0.0009375285416032,0.0009512008977603,7.28314831113199,-0.0394018358597162,0.0843488551687482,0.457822903010602,1.34696262584829e-05,0.777112244393052,0.000220889794274,0.913209960997536,0.925325036048889,1.21104514598846,3.67970633506775,0.130776450037956,7.79904747009277,0.003058745060116,0.167932748794556,0.0638348683714867,1.06970798969269,946.720153808594,80.4700775146484,810.98828125,0.0005747858667746,0.0088269794359803,-15.1106224060059,-13.7344693813726,0.514837974369463,0.978192863502743
2.21445806093833,1.44212245678528,0.730734682511628,0.0007285355457754,0.453777323364562,0.975904458815616,0.0036928013588223,0.161012351969591,-3.53429518595655,8.20488208237554,0.0005257655025348,4.73020287836676e-06,7.20715898315162,0.0057770324321129,0.0897180446037238,0.46929914309708,0.0001800828772514,0.422902623307764,0.0001871664226648,0.980348250996792,0.254945874214172,1.6134260892868,2.83087348937988,0.0376985147595406,12.5531883239746,0.0118154641240835,0.716433584690094,0.0472936742007732,0.827162981033325,1425.75,70.6928863525391,757.506103515625,0.0006921401945874,0.0080984244123101,-15.7941741943359,-13.7344693813726,0.514837974369463,0.978192863502743
2.78807872270332,2.64544233467,0.793318027223675,0.0006944003330696,0.306507831825656,0.900734883337379,0.0009976993137622,0.122423661507187,-0.779729641620588,7.74549025013198,0.000810641988327,0.0005321668512015,7.55702530824527,-0.0296495575937713,0.0742349519957005,0.357810807978223,4.34240815648536e-05,0.947634361142377,0.000210887701137,0.967864332919163,0.573092103004456,0.202815130352974,3.29691219329834,0.245302081108093,12.4980888366699,0.0125486962497234,0.938908874988556,0.0590171217918396,1.64079213142395,1466.787109375,94.6645812988281,753.567138671875,0.0006460782606154,0.0093750869855284,-16.1032466888428,-13.7344693813726,0.514837974369463,0.978192863502743
2.28422039660042,0.788914781079414,0.805335289074792,0.0001596164237749,0.461909216919162,0.787454149862282,0.0006761616386836,0.244854021493668,-3.49577219698947,8.15834031877838,0.0001120452229956,0.0002021406002835,7.30055975291198,-0.0339761378595472,0.0823358815295167,0.421803377320875,0.0002704469102683,0.94498252390586,0.0001959464717143,0.884323323791599,0.105276487767696,0.345210939645767,1.40916156768799,0.526203989982605,10.5819339752197,0.0092253945767879,0.455754399299622,0.0316167585551739,1.65066027641296,1755.01086425781,134.69010925293,816.774597167969,0.0006734725902788,0.0052877217531204,-15.9043426513672,-13.7344693813726,0.514837974369463,0.978192863502743
5.22562597375518,3.43705726041522,1.02172859564892,0.0007491386400946,0.350630799156449,0.869716721320962,6.4504575092854e-05,0.085029658980019,-1.69592127616132,8.05570963522621,0.000821936166079,0.00018325673113,7.45830622317153,-0.0449981593263317,0.0850704161845524,0.472063971233185,4.50411341462368e-05,0.884174603259264,0.000199947417134,0.899511815217171,0.679024696350098,0.873296439647675,2.57645845413208,0.171170577406883,12.9406003952026,0.0098849441856145,0.339636474847794,0.0503244325518608,0.854404389858246,1803.39331054688,137.70832824707,777.7607421875,0.000647613836918,0.0034445342607796,-16.0926532745361,-13.7344693813726,0.514837974369463,0.978192863502743
2.46707630227881,3.03020276530402,0.763193195958466,0.0010181903115815,0.387743528990736,0.962468597481528,0.0001235631133234,0.157531618346906,-3.2892139620091,7.81108615524374,0.0006171824040109,8.39845408343414e-05,7.17095745954038,-0.0074946331214445,0.0672423064698451,0.400083712304153,0.0005721045924942,0.99098679495862,0.0001991455655501,0.917553584313714,0.598681092262268,1.0997314453125,3.00490522384644,0.107265517115593,12.0385646820068,0.0105228442698717,0.230085626244545,0.059480220079422,1.18174052238464,1541.26806640625,87.0230178833008,791.258666992188,0.0005808013956993,0.0080802664160728,-15.511381149292,-13.7344693813726,0.514837974369463,0.978192863502743
3.2565137844676,1.91537209579739,1.03170193650207,0.0009243154162604,0.443009255445888,0.901505065593009,-0.0029828810958762,0.124132411800951,-2.76568724075534,8.15982857045882,0.000749867679834,0.000128589913962,7.38602390740875,0.0282171584290312,0.0869942191040099,0.414867164318858,0.0001031679758807,0.853905616407148,0.0002180913741554,0.938832331053761,0.217190578579903,1.26838195323944,4.10236930847168,0.0315877683460712,11.2056102752686,0.01463742274791,0.0613018684089184,0.0515584982931614,1.36819183826447,956.019714355469,52.4617538452148,771.662841796875,0.0005374501924961,0.0068785916082561,-15.1314220428467,-13.7344693813726,0.514837974369463,0.978192863502743
3.36944248223921,2.77412331660265,0.881527331642933,0.0007737516513274,0.363210788540877,0.886778631052268,0.0028214595340311,0.126013454526374,-2.0152974623917,7.82147865541711,0.0008631606831657,0.0001220940904845,7.21896321410806,-0.0392884418392471,0.0705208723717745,0.387325867490181,8.94295630246159e-05,0.356035317486675,0.0002038611848273,0.88363361628629,0.0462393835186958,0.630169034004211,4.11018085479736,0.332942098379135,10.5408353805542,0.0138177126646042,0.242860779166222,0.0450578555464745,0.793362319469452,2015.82397460938,112.077941894531,805.790710449219,0.0006505913916043,0.0135900704190135,-14.9225149154663,-13.7344693813726,0.514837974369463,0.978192863502743
2.9767557376773,1.73271264548565,0.864793633066642,0.0007952775177544,0.330374494921312,0.925316353858326,-0.0005429494878252,0.125010101005192,-1.69934594250682,7.86439614730875,0.0007713153127816,9.59843063661981e-05,7.29400770731491,-0.0446375817109663,0.0805576257375379,0.356592598607222,0.0003583048475238,0.885218315331948,0.0001869717497377,0.892528726230778,0.172783717513084,1.82538640499115,3.03616905212402,0.41951397061348,7.3444561958313,0.0042258640751242,0.232534185051918,0.0799794793128967,1.60868978500366,818.402770996094,68.4712524414062,798.768981933594,0.0005315199377946,0.013714331202209,-14.8460464477539,-13.7344693813726,0.514837974369463,0.978192863502743
3.68473885967437,2.34693464747658,0.890552155847492,0.0006337243749071,0.344869713521402,0.584352180289373,0.0031258444709449,0.1336409859591,-1.05279366665486,7.58897843391658,0.0002228193395545,0.0005459609742295,7.26662590446114,-0.0664277905222188,0.0779738325245984,0.478813600747769,2.706678207437e-05,0.697298142008181,0.0001969158819741,0.870315558944232,0.104466259479523,1.93825876712799,2.6168417930603,0.0288168303668499,12.4383630752563,0.0056241494603455,0.333368569612503,0.0459578894078732,1.0774644613266,985.568420410156,55.8970146179199,741.008239746094,0.0005952980136498,0.0175080578774214,-15.040943145752,-13.7344693813726,0.514837974369463,0.978192863502743
